"","PTGS2","YTHDF3.AS1","CDKN3","KIF11","PDE8A","CCNB1","HEY1","LETM2","TOP2A","HELLS","MEF2C","MELK","FABP5","LYAR","WBP4","LINC01138","RHOB","CPQ","CCSAP","AMD1","OAZ2","CLEC1A","SGK1","LOC105369662","ZNF687","KIF18A","IL36B","LRRC25","LOC100272216","DTL","SLFN13","SOX3","PTPN9","ANKRD22","LINC00896","LOC652276","CD1E","CNR2","LOC101927257","TRMT6","APLP2","GPATCH2L","HRASLS2","NUAK2","PIR","NAGS","RFX2","ZFX","TNRC6A","SLC45A3","Status"
"GSM3701809",6.6216745333017,4.51997652852889,3.63573163605106,3.70122080831241,3.92137955406037,3.96785340530755,5.23921643726616,5.14800577850112,4.64076762592035,3.74064292267478,4.67635098651922,4.09556154403409,5.71907865676767,7.64049143447287,6.6283229037138,7.18058517496633,5.13893521843674,8.51759340871672,2.57131281666657,8.73305348565174,9.86924323220546,4.82236787986175,9.77411959523796,5.9639202399792,5.72548788651357,2.97142284921539,3.21672771065632,8.95563479045297,7.70804471412927,3.51097535647246,3.04054719443097,3.95166502495775,5.8564882292139,7.76897827117287,4.08902116621451,5.0571859666742,5.49062450200389,5.69803348276877,3.94539023679125,6.49885657059067,10.6251661027559,4.72675464872227,4.39264313753868,9.85415973090348,2.79378640476971,4.55557887863583,4.5006707629421,4.40283620440585,4.10718377257869,5.54077498178048,"Rejection"
"GSM3701810",4.86032368544215,4.2543029537147,3.77879010639521,4.48987345947409,3.99542474548676,4.53916645091673,3.31465603256876,3.32583821818703,5.396027321602,6.00534794889467,4.28939546639715,4.81611521081299,8.27298527804514,9.77278925132538,6.82724266609554,8.1471165664827,4.52583999001989,7.46617626991453,2.67057164695894,7.72809007646634,8.2213244342017,3.73639680397443,7.89559293498911,7.39214845985392,5.07879876104289,3.18467739576558,3.1420357268796,6.99211367723514,9.86723888843254,3.87748320172577,4.42605442178724,4.4998645253344,5.24693150745222,7.54046886685519,3.88184097825291,4.97199946466324,4.8029988624529,4.53776273139596,3.78197192853741,7.81835141826259,9.31466331824845,4.86747821671246,4.34356066174499,8.52329012591356,3.1093168549526,4.80678215479785,3.62100221952861,4.05667722749624,4.29154876088815,4.65155718352195,"Rejection"
"GSM3701811",8.02872636213935,4.53643327111217,3.10364623221958,2.68643858551347,4.13676895894281,3.27443307010164,4.68430334069943,4.08674353200946,3.22313654747205,5.03957270604702,4.87785728632444,3.18077227000509,5.60888898460798,7.74745739207835,6.77094505140528,7.5827750270169,3.69969056641998,8.14058998598253,2.37114965459111,7.85621033893088,8.56914511626561,4.16861434479682,9.26541159019617,7.8996933467256,5.40308453143657,2.92271155911972,3.03923548298802,7.56923472055503,9.62162120810128,2.81846368978655,3.87723664778002,3.87716368580888,5.24722360685332,7.42121813876966,4.01693003453261,4.72346343107652,4.68616812767956,5.05910846639429,3.81426246317212,7.03465111218709,10.2330289972179,4.4876894362903,4.30704195300059,9.57318982683803,2.81589257903503,4.78691217024166,4.34744443299377,3.78659687136753,3.80297574412481,5.45002973813576,"Stable"
"GSM3701812",6.64613265708835,4.39752039559225,3.4580375492503,2.71772657576877,3.97634743014654,4.1573393901012,5.17568595257757,3.52300745703387,3.3806412596285,4.35801473832471,4.55589878800173,3.84961851033211,5.69333919511993,7.74519116897557,6.48542646148435,7.22298899491746,3.65848909573277,8.77827585925964,2.48303194944871,7.94267221294634,8.9201152683853,4.90585228767426,9.40310594736187,7.17520047827468,5.28756753200612,2.85217094796199,2.78677883747942,7.79662170850633,8.35238888851587,2.71621068308299,2.88540814597273,4.14952080973061,5.42716656661576,6.18094714396944,4.22664203226132,4.88387664610759,4.80760274794306,5.01807185810467,3.70346362877378,6.57173340621746,10.3842725012278,4.56376073515064,4.03361666423192,9.15736423653782,2.89494184742536,4.84526618152573,4.12210574747451,3.95269098689136,3.62193766330122,4.75790908038737,"Stable"
"GSM3701813",6.9556394431753,4.63251091641807,3.33806903421193,3.22424965549946,3.56827424182957,3.35771360266463,4.78316260080431,5.06424773968025,3.92114398178911,3.67451733911112,4.94733018375162,3.58436953787488,6.19408517250977,7.55767733996284,7.01854380156062,8.03575606627106,4.82766300117116,8.99079156021912,2.52898061078988,8.7596148255485,9.99114327148057,5.07102548579385,10.1450147118711,5.82924946015877,6.12333282425651,3.01937678103097,3.11404213529346,8.49732554152491,7.63468144235293,3.39658386604759,3.19323980797066,3.76131051829505,5.62715600101623,8.85817417383711,4.07991278112793,4.8899349509159,4.98287804318131,5.05764340216131,3.74438161642806,6.30236686584916,10.6708959750004,5.23460969757816,3.99501062648691,9.83514369589522,3.01742139304076,5.32787033951558,4.4516425168121,4.27729089371826,3.8079461488027,5.26201571651451,"Stable"
"GSM3701814",5.68957335085853,4.55312775526003,3.71227053577959,3.38489795107652,4.0915320458965,5.21378768005937,4.57881582244073,4.27490629581781,5.55902323231335,4.83816268790336,4.6324628287093,4.23885428465897,6.03479516191234,8.33377182612692,6.54805722016049,7.75130047375737,4.16424827655238,8.81984408609663,2.3642033530307,8.19269245485185,9.3866265219474,4.72305798239644,8.42880549274987,8.09783410619948,5.53953445046095,2.78374618600611,2.86419585518857,8.52179456188817,9.59927654621625,3.36417961743968,3.90017482183969,4.22669886466721,6.00254331854321,5.42761829682523,4.07467198949671,5.25183213322034,4.92470800040169,5.23784451485047,3.40518245574054,6.9065654464233,10.2314277674996,4.32582784840462,4.18727047927488,9.84259911819373,2.99326279088867,4.6544892309733,5.04959612309272,3.5962719236483,3.97273928872357,4.98595613834641,"Rejection"
"GSM3701815",4.00625366909766,4.55332967946219,3.83465568559387,3.37392382341086,4.45756533109256,4.44926519753466,5.07827048744747,3.27594070688746,4.46481862889514,4.40974731804232,4.94683656275952,4.23377129270386,6.55984320617005,7.99964786963657,6.31525607052252,7.21443785372405,4.4678536821076,7.1199365501435,2.52202547453083,7.68683991728538,9.22667277228803,3.86945057772189,8.74837833991341,6.3750360609368,5.20204303252783,2.88083812418246,3.04790277691581,6.96093913075269,8.38114124781469,3.44653403065327,3.61292197404064,4.03746551672036,6.12213605813874,7.34276502254043,4.06528845114753,4.96819025757535,5.19433876727524,5.38524281399987,3.76004478456612,7.00456401151686,9.59190576114805,4.57889222894372,4.3515472527186,8.24257444500726,3.2580535440212,4.62909684828873,4.51938490420683,4.30749762496131,3.96697851600807,4.59773354028663,"Rejection"
"GSM3701816",7.29050107728003,4.21797242356955,3.43086526456442,3.00908017541742,4.41527504517026,3.21585115653642,5.27476905069422,4.45241993081952,3.09570168540365,4.03663534435915,5.17108655321295,3.87412285181393,6.19919560714565,7.57294257142545,6.43889755800828,6.98454767210712,4.92678950288217,8.87413510410294,2.67138325046371,8.46499351185332,9.81435456393068,4.85588082550879,10.1023681486286,6.51285412718407,5.90502548428677,3.09802110483932,3.21289079735079,8.96325455508994,8.58341232862026,3.03005492744321,3.05902972206577,3.86347293845547,5.51152030663932,6.79553394923408,4.29076000936357,5.10482901605334,5.1360730791539,4.89788730178564,4.30639099439464,7.17091864722635,10.4415358389148,4.67137875482963,3.93102050484456,10.085246756409,2.845823931583,4.9546913148773,5.15464215115116,4.09730737960019,4.0183966488985,5.49379589395648,"Stable"
"GSM3701817",6.86399317441097,4.29712693891074,3.38093579880299,2.81977146658123,3.89210558087453,4.02317743892994,4.82011627077468,5.54756435571092,3.38927733015167,4.74392223251374,5.83072976135987,4.21007459954208,5.32471003410745,7.62830426705119,6.65277794493762,7.6386889744289,5.65865624403217,8.94233808510374,3.10225129464437,8.70224365036613,10.2700436708014,4.84101871098483,9.5118730187273,7.25375062926843,6.22791739187065,2.70312483521237,3.44568633107023,9.57741350206436,9.09618523398565,2.83473956248936,2.61989237691791,3.91359815215083,5.59992699417664,5.89976631895437,4.32741814285573,5.25297067685289,4.87988279168009,5.61892996145453,3.93663555034039,6.80096219775583,10.7186400368753,4.68485007914752,4.14544880134535,10.4595219351251,3.06807335826705,5.42202869911404,5.35940697442755,3.44145144554376,4.34814631785073,5.73566283482457,"Stable"
"GSM3701818",7.16963106709423,4.29060636529632,3.24896575513076,3.11562869166968,4.48178510638895,3.17877403486991,4.25196308878634,5.10563738800304,3.43350240681351,3.50701642176257,5.14555596300972,3.81232361755003,6.01913556038298,7.4699122587292,6.02469019437451,6.84735309655913,4.46747097945456,9.48056688720632,2.81215863499868,8.24426356522941,9.83734906137249,5.02959296761946,10.6763856440315,6.63523457980431,5.5640017564452,2.6935995838476,2.96795921258131,8.9018612621023,7.75754704071629,2.84969455331935,3.65017851157733,3.65004736517225,5.79527425061305,5.65344296998159,3.92266979503685,4.74620226619819,5.11728138721508,4.7495544648252,3.68053075947829,6.77313123155582,10.6030328999632,4.99366174689739,4.19685876664151,9.47189530437763,2.99114581214848,4.41958285459,4.80085153440554,3.99054183854846,4.2966097087849,5.86655852420582,"Stable"
"GSM3701819",6.74545669977179,3.91780339096549,3.83790353132502,3.59240350428359,4.2916326470647,4.76886084967079,4.33270860388653,3.64420840167771,5.62303759229451,5.15152634471471,4.77448305797021,3.577679057943,6.72264410229934,8.08599808303943,6.86789529714177,7.51656987716628,3.97261959477797,8.19154820724307,2.58916814751388,7.96975651911081,9.11646653164768,4.50994476146053,9.56942258673161,7.14069197431964,5.28942822132638,3.05511557694683,3.04541178689723,8.02310065997482,8.40152920722658,3.78009054283933,3.73194832119201,4.15622078844367,5.87044861860289,8.487324648589,3.71155934314688,4.99089498693544,5.05685426212374,4.55752665601423,3.62274228964797,7.49464476400432,10.2461089623673,4.73613444829183,4.30906626960368,8.78200308685101,2.75749797256732,4.50329080654123,3.97537667740282,4.07121868693417,3.86089803609269,4.58762441627721,"Stable"
"GSM3701820",6.4346814532587,3.82783539163883,3.72810973822906,3.58069394707604,4.00291280758752,3.53023845190917,5.88666633322048,4.52142744312712,3.3541759069735,3.19091950725438,5.44215829429701,3.85306977202228,6.05251033901743,8.25376491117404,5.95339571681939,6.71161436342943,4.69757209041225,8.2081449442709,2.7975362662849,7.37740682492547,9.37686348255234,4.85810729992617,9.29634085119669,6.53176780319195,6.25998268124602,3.61302391333699,3.5813817219616,9.04061279861828,9.41808753886547,3.58407091646686,3.40231216790606,4.28943587158863,5.36079675019887,7.15605210384125,4.46952981905167,5.34840866816832,4.85430895019151,5.33081899654377,3.93561003483475,7.11598845830416,10.3291941586384,4.75847045902963,4.43675057741334,9.47878524110643,3.38039860995734,4.65083629115466,4.22101606245112,3.559181246983,3.70524917584783,5.36234357449513,"Stable"
"GSM3701821",7.59468354813945,3.98874369467042,4.48619261688854,4.22853780924483,4.17663606112153,5.05467776489056,5.23537119663774,4.57175222207626,6.71658265972849,4.12282032538771,5.24905996757096,4.73703318888541,6.77937858186146,7.96584943506449,6.97829587048752,7.30521486624009,5.36867156547807,9.21362056408824,2.65464593769056,8.6755474738445,9.82246817839356,5.34286024347186,10.2126317421685,6.99977071226081,5.59759279834405,3.19238080310874,2.79067994301337,9.1585837442357,8.44827329607195,4.94620027904105,3.79120781485264,4.05742333710251,5.78923919709138,8.51342452329923,4.18437283825886,5.36629744132801,4.97495361145161,4.37499460415957,3.93483590586236,7.33804506589375,10.5519892190012,4.97438133756545,4.03423656816628,9.00309988591681,2.88765129780344,4.56655774109804,4.75729886486143,5.00647460517242,3.66396196438757,4.97852589106312,"Stable"
"GSM3701822",7.17308741084367,4.34269302643005,3.02789107101003,3.27045535415915,4.22150375327061,3.92469774878046,4.41913475979925,4.93303037566557,3.45908398942872,3.66362444572157,5.19778868312122,4.01652910851159,5.81734109353521,6.9701699764838,6.17960824860165,6.98242277145029,5.12883650396418,8.98001922051082,3.26280924461682,9.04170633431077,9.97142368068432,5.0079869222975,10.1259734588861,6.31877121915538,5.29091883693762,3.16644845375615,3.06238629488858,8.88610238976085,7.62001867504085,3.34164381650026,3.13469592601951,3.93474232452861,5.75888554600999,7.0794290679175,4.01661706068926,5.01194914026973,4.84415498354228,4.87742986898697,3.49014391848263,6.64727955119855,10.0675836534602,5.29056606455459,4.03291965601934,9.8426693277372,2.62948625827293,4.56425411041342,5.00050081000362,4.63658810384733,3.93609870326058,5.69454975925634,"Stable"
"GSM3701823",5.61721025836445,3.62086558481439,3.37650149439499,3.33338032141237,3.78603660824926,4.07569601097051,5.07406017383499,4.71281916845918,4.46831425907637,5.59588881157826,4.94074064998104,4.16555852193117,6.33478342644033,8.57685305295589,6.82630292002821,7.8815400406455,4.89255109086166,8.63061085622335,2.65856685401048,8.56327278413779,9.53239757037368,4.38699122608055,9.10451224020996,7.31803768886845,6.11853374296911,2.92511528117647,3.06589941361088,8.23414121241297,9.07474888316099,2.96881167866353,4.25379328525152,4.03390800690325,5.42594373806004,7.60712613907436,3.88986510981827,5.00681610382446,4.54910695134945,4.77247319448609,3.62863835903361,6.77561177155067,10.2341254048002,4.71810043663362,4.03234931308084,9.89111194456318,2.97772023226309,4.82618747757815,4.70123492682292,4.1882958212315,3.81073740862841,5.81625359154387,"Rejection"
"GSM3701824",5.908461816268,4.64492058729785,3.19729439066005,2.8191482877004,4.10682137599667,4.16895017432523,4.94102021637428,4.66132972374839,4.03469072254306,4.74632255752922,4.78936542032824,3.25600373822701,5.16282834113997,7.57591338435631,6.08856570168169,7.71246916434021,4.74478140629494,8.99780166911318,2.6331551485574,9.087274148092,9.83818274327979,5.33059818108119,9.35708136951172,7.13743263062503,6.23590056622329,2.8342337724436,3.18802650593837,9.59385862566349,9.348254571467,2.8194661697663,3.48056060886623,4.01139605269419,5.31803226815874,8.08522721186791,4.29998121503836,5.52868906520726,5.25125552126027,5.52585659381777,3.75477195748617,6.56169410972975,10.5657787166327,4.69591501469143,3.83362271716508,10.4784830542669,2.87245412204942,4.37991132698085,4.28679292051809,3.82835597038901,3.73454196479051,6.41545996508249,"Stable"
"GSM3701825",6.3524199617438,4.20840053481449,3.47344785833591,3.26550747165008,4.20349815082692,4.00874908608176,4.02140075644007,3.64459436833036,4.05863440253212,4.86183568526094,4.31238254029394,3.90313510156297,6.71676017519256,8.2990283816334,6.62664261101782,8.18566953310145,3.82825794117561,8.39519457675475,2.68063445670099,8.20848806353345,9.12568494417088,4.37293849390844,8.90898803192415,7.65011479640432,5.79787974197103,2.88759469739574,3.10746046059038,7.82089438460608,9.55218372269018,3.24398045029495,3.78355198944235,4.27565479365849,5.64200206229597,7.62726441465363,3.90720532546612,4.86314660860782,4.82814956136647,5.35543369823259,3.15820504207139,7.30533680835395,9.96627111574959,4.4783149458525,4.0013715122971,9.42846702447173,2.67144950407492,5.27346144920675,4.15105353555071,4.10211408554542,4.1439077813513,5.08510429529693,"Stable"
"GSM3701826",6.79580388286169,4.47928816676851,3.79515790137158,3.0317814826909,3.93472757789816,3.90912759078263,5.21879366750739,3.81790387557275,3.6322302370662,4.24858538205975,4.60987431739122,3.97066986119171,5.88287662847536,8.24837040135741,6.64405100791908,7.92249700680235,4.20979086676445,8.44471690612223,2.67572119923816,8.1727643507915,9.46839968577358,4.65812155516032,9.53642027966837,7.20371299036293,5.76658424609062,2.89451456883766,3.2303792003505,8.79105599927276,9.0026789093543,3.24452245125574,3.84586351200789,4.07278015680611,5.25111656512897,8.71646549960642,3.90960233225608,5.10653764889447,4.8546826852356,4.95328649316993,3.43846239391164,6.99882529040225,10.13678957748,4.78615901154034,3.67883546687944,9.79281134048949,2.79584042667244,4.91675889929154,4.36092941647514,3.9671593054346,3.98885826608532,5.49687104244455,"Stable"
"GSM3701827",6.78485910702419,4.2516750877013,3.22820091349016,3.33988104924037,4.83925555306784,4.03411231232479,5.15025383799049,4.46967618733815,3.79004843045087,4.53277634846888,5.07532738042673,3.78779412826594,6.02008405963285,7.78018858646844,6.19412717851523,7.42488186827535,4.76019777399986,8.71560136922192,3.30694888738145,8.42144309234876,9.76297833197804,4.99609778026713,10.0138952488574,6.86946648517785,5.93846765291734,2.97788238572937,2.86504894522681,8.97707524606488,7.86967180827704,3.93087622287623,2.98181230119392,4.45069478375861,6.2376584669678,7.11855234925628,4.02303558262274,4.68194518864006,5.13424139184162,5.0653680826593,3.1784033517617,6.57029914670288,10.4468654955073,5.12093655458018,4.08354868315306,9.91565983016113,2.77264558798763,4.80266029848963,4.56697699642863,4.53379734969478,4.37215401031425,5.67372649826686,"Stable"
"GSM3701828",6.8614085020661,3.7864820640992,2.97744317319688,3.69287532098885,4.36341179074681,4.11491780832325,5.68916314957713,5.17948079182582,4.10973034290964,3.93936493168072,4.59322522288402,3.89908629717371,6.24272815591453,7.90799726733065,6.42914556345247,7.13969060200685,4.3250245054614,8.50425197865406,2.73470195331224,8.71257701444621,9.78603157634251,4.23642837729852,10.1587609993997,6.6767463188593,5.28935753877203,3.14890717473832,2.94655140292006,7.98235960327583,8.49041579435733,3.21660700220947,3.66684989288264,4.12505781840658,5.7263834893538,5.10140626277818,3.94534463082184,4.74507798726009,4.9901936492939,4.14532873082623,3.46079699553438,6.97432646948582,10.0343660652528,4.9331958811185,3.98791028813531,9.66117242807591,2.69383230385982,4.80002641823493,4.20684187716887,4.42525856590218,3.72926641946429,5.59203406694032,"Stable"
"GSM3701829",7.02433115114708,4.36703560172863,3.56166894758359,4.01310883285351,4.12685272100594,4.63933840404973,6.26381140367213,5.26876523628983,5.56496912961409,4.54414572149129,4.41787034411728,4.45481869004063,6.53730328450924,7.67201661163731,6.53411643812162,7.34589202208567,4.75822368274668,8.51613584393463,2.84340742572219,8.15275961091859,9.54805339461359,5.2795912455585,10.0502653937329,7.1129930212903,5.76108271038094,2.94910667935421,3.00367890715761,8.71026818942857,8.87298615824427,3.55455714800504,4.1164195734438,4.00469051376941,6.01089030525873,8.04831576356434,3.97240317325456,4.71707153984613,4.89619812006198,4.62734795760718,3.36112883109327,7.20781836965448,10.8855744381397,4.95413451058309,3.81983313968498,9.50847861023803,3.48059544534306,4.71720922538051,4.50614610403131,4.15102999043324,3.5617242312201,5.06884288200752,"Stable"
"GSM3701830",7.01199352425781,4.07824631033939,3.41270602587309,2.99807231150749,4.39580219051214,3.17529535244506,4.61032564622914,5.10868692659669,4.21114568894616,5.37711720329519,5.46091476744351,4.09244942937902,5.74758546318107,8.48525979792731,6.96183979666803,7.04362933508684,4.33360851452221,8.7390082652414,2.68401323251967,7.81106315417284,9.27392522716053,4.98213623195146,8.53503710061918,7.36449104316031,5.68678958475352,3.01048488157454,2.9708152131786,8.44406723846119,10.0395994700864,3.19667927254257,3.27973330168943,4.19707071927817,5.65025166315953,6.72234921276146,3.98583169516357,5.13810475539004,4.73541212739256,5.0338285059197,4.05340083312166,7.37114813614879,10.7534278894068,4.57611702621456,4.55523464394409,9.7301401556589,2.81379054963893,5.06753281211479,4.51391487718822,3.8216821784259,3.98339399970383,5.7297500209138,"Stable"
"GSM3701831",6.68759657030639,4.37397961969561,3.81129253806273,3.34054066927141,4.229456862594,3.64498503145825,6.58651042954195,4.87675574801665,3.84121759772588,4.22497225650592,5.22682471201682,3.81043758209162,6.46914843402725,7.75117166015214,6.55837367767609,7.36597729291948,4.42446547139282,8.6031031293614,2.73489114641187,8.52950166121228,9.20427092483746,4.76533867257414,8.77435131440973,7.65120013825193,5.7132975186008,2.9354675250735,3.21504500948264,8.35777091544226,9.22048909259394,3.31053687435507,3.66447693084601,3.96372689538101,5.34114911282075,7.94401644152838,3.86982697075118,4.92031884141118,4.5462726100345,4.95527170395576,3.85626323521435,7.01398761547088,10.6525733310989,4.58180230992678,3.95112330940149,9.41943310805563,3.19386751449837,4.86331447119359,4.5129447435506,4.05489966276367,3.72273408065763,6.07522922626318,"Rejection"
"GSM3701832",7.28725597643028,4.21156522284256,3.34827767887412,3.30938877624135,4.12729879190437,3.89999019125358,5.48170311170691,4.59307101710916,4.61182303289321,3.53188780365095,6.18998609007621,3.93138447674211,5.78905164553254,6.7232303202105,6.7384840667699,7.73869548693128,5.11367476624244,8.95172827679268,2.62521696574745,8.93104528645802,9.87962429040717,5.16319820236357,9.11568072803292,5.85782741097402,6.24475563755961,2.81843040160011,2.733360419816,8.5757703591156,7.40114043214648,3.06230029835797,3.34547685160528,4.43955860812918,5.57482162183756,9.77824583727697,4.16236974055045,5.28292686334621,5.0035400318648,4.61405081774088,3.85287058420568,6.92410181016828,10.3119019282017,4.81459638763834,4.27906136988447,9.86350830974674,2.72262689135786,4.75632513146981,5.08253945229025,5.04300694451917,3.85688189111255,5.08340117542146,"Stable"
"GSM3701833",7.03185836806819,4.50191944294217,3.00723906486078,3.01757167069717,3.997870795185,3.11176755895806,4.0814199134362,4.68633281102295,3.4473729149348,3.99855669320367,4.83207702765625,3.49891168455958,5.41449050885464,7.45243216830006,6.86828160590872,7.73959822833808,4.69492728052976,8.47881986331289,2.65507746316967,8.46770838576239,9.67630207560316,4.86383548023004,9.45428491265458,6.25394439012461,5.90225501496018,2.79453880175876,2.86355951188859,8.35871619240341,8.51023751447157,2.93021092711785,3.54536691032031,3.98768569385077,5.67412880608039,10.2196801049127,4.05463830454801,4.81376476325022,4.86050588307397,4.83936968709188,3.75500956388808,6.75746203482441,10.651250027802,4.59236695264439,4.19779016456716,9.55647971065867,2.82733693301195,4.8389634149676,4.46569389981739,4.18653803214308,4.16293002415722,4.96070977778521,"Stable"
"GSM3701834",6.34729114377928,4.12855208165276,3.5673078036527,3.66919286196676,4.63239971469694,4.07530188885994,3.92955521921899,4.8672183523662,5.17510214314258,3.66782650048319,4.78335125929101,3.83236732391166,6.23203535933452,7.46061947672324,6.41774872972115,7.21176426682239,4.49480562566782,8.73372664266212,2.78152475243216,8.2620524617428,9.48154303720869,5.48481776193094,10.3311604041931,6.75704391111804,5.32365458619357,2.98561908129736,3.01672108558683,8.01093448564648,8.45170844807779,3.24707963513009,4.11370628327082,3.90978757788,5.76066126363761,8.23505422052621,4.00452990996763,4.85515709167605,4.66538911200868,4.50047810917902,3.5354325562079,7.18882623685371,10.8142951368481,5.07056734572087,4.0925522388758,9.59574478062097,2.65694323866807,4.78998889270773,4.5804639352769,4.57226530471703,4.02803120668193,4.8055426965294,"Rejection"
"GSM3701835",7.39985407478005,4.51881457646822,3.54841023204666,4.75103423762356,4.03076188596144,4.30907612298102,4.3940183245996,4.42461352293773,5.92405643903979,5.72217509020035,4.73056221991712,4.42409850743367,7.21870126013253,8.38720340171713,6.69933180612636,7.79041051026536,4.41477371524347,8.21784221847141,2.65842733153294,8.06120964806425,9.51047160563968,4.39649868534029,9.77147206864004,7.27680053588557,5.66456897256418,3.57908555251111,3.13339689805944,8.47242919691879,8.79866064145062,4.29193448967004,4.59597464910665,3.95180791996778,5.37712796693711,8.48871579970988,3.66805502944106,4.55510529791339,4.78447394860341,4.59369053203597,3.49092948297187,7.39985833312324,9.97521575135909,4.78681905303133,3.74865243732942,9.1581570890815,2.93927493403708,4.78893872899346,4.06476237311742,4.4308435048889,3.59202542332443,4.85801481512164,"Rejection"
"GSM3701836",7.30899989304199,3.9875887028027,3.67295364361986,3.32151171663265,4.06165315029054,3.78758320023109,5.67028431360915,4.33360651343848,4.25057127133962,3.48644522073283,4.91057630636666,4.17416354546151,6.17045819108333,8.08598111070139,7.01246816661072,7.62264672872126,4.05798324871522,9.35820585463419,2.69607206031779,8.6738896653917,9.58962251705899,5.02508448394228,10.1722083272093,6.63366073012808,5.82799136381462,2.88241433802591,2.91445166462493,8.57667401050766,8.61376585812273,3.66648580291554,3.6125498380131,4.55439425558932,5.39889430954869,7.76333247255062,3.78691219886394,5.06704736206293,5.22449406494164,4.47093717346722,3.55661437151641,6.92180413773596,10.4917967026143,4.7560296394925,3.98769878460318,9.75512562499005,2.89872754423136,4.82688448567778,4.25819265697718,3.88183507645833,3.8110554381546,4.66697815316822,"Rejection"
"GSM3701837",7.59422489907754,4.36163495129878,3.65353908573852,3.56914671410263,4.01993021677594,3.79980602090784,4.89390153366863,4.22504351366469,4.36466448734734,4.34457970081739,4.52355585874989,3.93987821080628,6.62565699623484,7.86205216882761,6.77265831662712,7.7437361571111,4.44723986768927,8.80153826216671,2.39622297258499,8.59368066296725,9.81282806430602,4.58540792227167,9.5683270605122,6.55267659387411,5.63222042370092,2.9237439202572,2.77759902784624,8.29963370848726,8.07561608393529,3.38872104655987,3.91658292173089,4.21321349090521,5.37070237780897,8.70890260101278,3.97226706008481,5.28263262984714,4.99183613933923,4.80252512304906,3.55087766601091,6.76034217649021,10.4494313839529,5.09386480590533,4.0209775751176,9.36983959563058,2.8636482521425,4.71532325179199,4.24541610502662,4.78082631399238,3.82864887711498,4.6185254960997,"Rejection"
"GSM3701838",7.46682766387987,4.4559248247056,3.79303576248884,3.82286132003832,4.40559970108038,4.5377286586661,3.88750980291307,4.19023290329056,5.33829110346542,4.74837253343339,5.60453060676433,4.74499259253594,6.95222361533192,8.13640540480095,6.88952345996132,7.58975559409703,5.3340357183887,8.30083138400834,2.71388881554889,8.58439447999183,9.88815887784107,4.70290382710168,10.3247437490211,5.87807358529377,5.57335880505947,3.2991345769923,2.94397887186496,8.40558427227428,8.31905701352076,4.31312290712792,4.12964939085618,3.78108692242951,6.05178827253584,9.50476121391176,4.17517349339581,5.11887341167855,5.06700543207891,4.61294480112208,3.74185812450336,6.80482168832861,10.1090237408203,5.30312792072272,4.07292268577155,9.64834105200226,2.92384863018322,5.11096966679312,4.7958642819398,4.73927791121935,3.72331077485891,5.16434976707942,"Rejection"
"GSM3701839",6.24872295266898,3.87369793926537,3.00610199633071,3.1452824818211,3.94244317308822,3.70899738786018,5.80518373192755,4.84801394133794,4.09490154672038,4.02989265831758,4.71340433957227,3.22899828556648,6.11008399421801,8.56583671059544,6.65312330956406,7.03685800481767,4.72195993335577,8.72719448284918,2.59974381301172,8.62585408198663,9.58331075143758,4.89740719848056,9.78315571249142,6.86958024355572,5.81773674721074,2.68996145936491,2.80523033816025,8.52055992831041,8.66265479090159,2.92181962929997,3.45402201286972,3.96226708353707,5.76875789319295,7.0436769922276,4.23640963294648,5.29946950957247,5.03236297482847,4.56212795832517,3.51485535805448,7.48558048558183,10.7195873289007,4.82441798377045,3.89948521559097,9.597872889201,2.9254184905323,5.22679921132073,4.3479078065653,4.26612136497547,4.032639112008,5.60705536672483,"Stable"
"GSM3701840",6.0520705327981,4.28171729892559,3.65682543608871,3.13768055095173,3.86301892972397,4.3015955124031,3.93740522631652,4.35594679384624,4.25242104047624,5.23811828909275,4.71224507913047,3.63110893977362,6.33530591324508,8.489187487881,6.63857364216786,7.96126211948609,4.94509502051046,8.64279597804756,2.48331503440543,8.58990480870989,9.323848760071,4.55698238738565,8.99961839378308,7.34866740399341,5.62694552640731,2.76368478079447,2.83475880870823,8.531565544133,9.37209905922759,2.88400000520414,3.29361481203828,4.2838187519215,5.77805239838877,7.69172018663455,4.31198636348171,5.26306383430496,4.82177530678647,5.05040048537943,3.62040762868482,7.03536526362956,10.4238899479549,4.64776332144236,4.14725112178683,9.93151347376255,2.80724876457721,4.73718196179545,4.40088669249414,4.25784539781903,3.97570466683326,5.37486969078311,"Stable"
"GSM3701841",7.94837942177272,3.80639534889941,3.86438192340662,4.23700719164045,3.82105841636978,5.1765842150345,5.03559899750542,4.26975229171681,5.64331351714306,4.78815027904837,5.68679612934755,4.59535414224663,7.03528448392218,8.03750229901685,6.66598958820795,7.5431953852049,4.11173903007159,8.61551053458709,2.74556677247022,8.47035154179021,9.65825339723469,4.40731297943621,9.4929469997435,7.03763787639912,5.38199577790709,2.81354631055402,2.88754282737172,8.3070199704199,8.55309866687028,4.28439371936471,4.50524365286541,4.16464303086991,5.63403825001518,8.33029562517249,3.74454654388545,4.53485490294167,4.82249578652107,4.17832862689157,3.59987581453138,7.18957362867936,10.2493888960518,4.66821581369797,3.99578593736244,9.29433684998319,2.98104674753988,4.71652068421307,3.7124949469133,3.83698424507124,4.05431642312446,5.13420921786892,"Stable"
