"","PTGS2","YTHDF3.AS1","CDKN3","KIF11","PDE8A","CCNB1","HEY1","LETM2","TOP2A","HELLS","MEF2C","MELK","FABP5","LYAR","WBP4","LINC01138","RHOB","CPQ","CCSAP","AMD1","OAZ2","CLEC1A","SGK1","LOC105369662","ZNF687","KIF18A","IL36B","LRRC25","LOC100272216","DTL","SLFN13","SOX3","PTPN9","ANKRD22","LINC00896","LOC652276","CD1E","CNR2","LOC101927257","TRMT6","APLP2","GPATCH2L","HRASLS2","NUAK2","PIR","NAGS","RFX2","ZFX","TNRC6A","SLC45A3","Status"
"GSM382268",5.73218210494393,5.37897282769381,3.65888069795064,3.39507219407838,3.82298313994473,4.59506282290745,4.54926188851466,3.89087476996574,4.94622032349871,4.60784129173897,4.50132041030167,5.04468549511313,7.40398665554864,7.9012971413348,7.27277074678721,7.85461580464865,4.35037778180883,8.01408464705468,2.54191492737684,6.98849938460429,8.72557870137464,4.2553458281533,8.6085510035858,6.33240787385204,5.7908005632541,2.99046254007776,2.93571774534019,8.00805775642408,9.06268821841448,4.49114040978478,4.21993710097354,4.16613991874701,5.17891415861609,8.54592478011605,3.84673985270607,4.83991933103181,4.53826268411973,5.28175282944505,3.83773400794752,6.51693292519417,9.92724639993475,4.64753088456301,4.01181240361034,9.28306348120443,3.18218212691289,4.83041717816855,4.34125365392921,3.33584892241052,3.62531324317579,5.27418995259689,"Rejection"
"GSM382269",5.4128744790573,4.50272996087122,3.46967346057253,3.07016267983167,4.08518714599794,3.87172556385488,5.12847646767769,5.07031023234214,4.05287157622167,5.47218262688928,4.52477329631952,4.0249725039314,6.01070329687665,8.43290376727474,6.66473901862584,7.34002422779264,4.98158568531551,8.03502227547389,2.31067227252769,7.82571738953591,9.59154581037099,4.45034694766989,9.03916579275086,7.8311121008812,5.93452291675411,2.78057793158966,3.10843688487754,9.41986196743055,9.58550267488484,3.02127092526058,3.9796141012857,3.96521758063379,5.77278395168799,6.9649691896468,3.30152053535093,5.09633556058097,5.59688649105935,4.91245698236547,3.41621183137988,7.53681378201248,10.3261711937049,4.96940130365356,4.46561721211742,9.6104980580597,3.13052998317244,5.22434905472728,4.47220092891909,3.06074786088393,4.34414889308298,5.40328249635561,"Rejection"
"GSM382270",5.54454029504698,4.93540964276146,3.18042449776758,2.91850701063531,3.87141596833858,3.71711191490368,4.74221174497831,4.05466698064441,4.3416008641473,4.40937141591424,4.60528574772624,3.86312696691861,5.45351628289815,8.10489224092732,6.6758589370146,7.91781056170551,4.47161751868125,8.38531700499913,2.55503734375429,7.84612796929507,9.77031949848202,4.57716107815704,7.7886852599302,7.18030270308802,5.89493177575723,2.90149443563858,4.08995285985644,9.12205227778678,9.48847826719098,2.80767891576108,3.56807749032973,3.54046229785926,5.36444501530606,8.592861482824,3.88993375052245,4.86863779538578,4.87423972035479,4.81028847223413,4.32490078398116,7.05860607246195,10.3246694197171,4.43363722943172,4.50440607164149,10.1693782485889,2.82688321559997,5.19282808582033,5.46777449442417,3.92569110658832,3.87282409256746,5.0820533156505,"Rejection"
"GSM382271",6.75866161122535,4.85451272826974,3.62709351342389,3.2118058530471,4.00690945081817,4.130568389917,5.62364666925899,5.46231779676399,4.02848606430571,4.25190966338049,4.41877794498173,3.82630736603891,6.43377782911498,8.62461455229442,7.20243935683195,7.51218590119624,4.78653593515087,8.70472232988841,2.81975410387552,8.4048622295285,9.83576566686856,3.93339409940907,10.3269597525872,7.25533080440848,5.36448932968583,2.99090343852594,3.27344267828197,8.63615541762343,9.24595320562656,2.91839473156221,4.08163412482922,3.40104740037895,5.50221743277312,8.38314560980715,3.79147585044084,4.87038199469843,4.44978510213999,5.13379815069793,4.16433733175891,7.31443311216141,10.5162267717214,4.9213379687608,3.86615898667155,9.85353679076947,3.25924905517661,4.70954770840389,5.09974039124646,3.72231160707578,3.94718966416446,4.68556062819211,"Rejection"
"GSM382272",6.06168731852912,5.07534714421301,3.67592276321428,3.58692452219518,4.40392807227928,4.16828018197556,5.27089505345317,4.13262112822949,5.40471130333633,5.32605185417041,4.86661717895794,3.84559801626259,7.2694317524481,8.47450002114213,6.76072457845098,7.26315723188133,4.7623077981243,8.43671562654091,2.76642771599398,8.07270899065289,9.65390647930245,4.91083626095286,9.69948398743904,7.14865236448179,5.38994469808937,2.95869818894152,3.13274438437264,8.45432635669272,8.73925438654658,3.795462229248,3.64706364348312,3.73421762965781,5.35128850374587,8.71383190076495,3.97647259009619,5.17320840044404,4.44673929125855,5.35617770252883,3.95327050263676,7.3221073397238,10.5130180011654,4.89388336398721,4.30716056082004,9.39959261863267,3.22472825986606,5.09417585137587,4.3810336807558,3.523894678131,3.72021483678645,5.21067148425607,"Rejection"
"GSM382273",5.37718198822255,5.05935029819005,4.86576635458827,3.87390501778278,4.15059612526125,5.30291042213335,4.49336251138273,4.5346277213531,6.39408563084227,5.32237087840575,4.70601824662965,4.44310926523471,6.34370302975135,8.36408831293086,7.19662267243191,7.55277234823685,4.49570400492417,8.59064477177669,3.01219729302916,7.89920567949372,9.63234829045262,4.30437099231277,9.23000169024742,7.57705670352265,5.61719191152245,3.33554168304781,3.11613131263655,8.38288959858327,9.10501092148916,4.06890296911644,3.52224826839812,3.65652865843328,5.31748733878239,9.42670322085747,4.19547565079055,5.17506680336828,4.70403524060856,5.08136264284036,3.8959674662506,7.45264146719119,10.5254857372873,4.73821028216636,4.091444439504,9.28800396943958,2.80010442214714,4.95533771192692,5.07334324882549,3.85128538950386,3.89201608156605,4.4877013665782,"Rejection"
"GSM382274",8.04588167870573,4.0708047545692,3.43725225351173,3.36957302731997,4.9127332261214,4.16542646903973,5.23642546084842,4.67023488787109,4.15876292968348,3.85677324545396,5.81855260346987,4.08478655170049,5.47061287236025,7.12284347424453,5.56787449677523,7.28517795520395,5.20362176879065,8.90749778492927,2.59819350308436,8.9907103335203,10.3773200626509,4.79138238154539,10.0450505145102,6.63876471501626,5.3913969972129,3.17668030673594,2.92226986402384,9.19245732008085,8.56203092351767,3.24545649466036,3.85619960524032,4.33215868915706,5.97563515256359,6.94921021603587,3.66061165059965,5.30288899366996,5.22708976413157,4.88492681378844,3.44051374941542,5.72437291048464,10.8252340893774,5.16839939315284,4.30812932622833,9.96808779638532,2.84232304336119,4.99356069867811,5.18662518394339,4.18200765003993,4.52324000091802,5.39502493474607,"Stable"
"GSM382275",7.57159755074444,4.12317593152928,3.67093524855473,3.1855947909817,4.12596585382068,4.19800200976121,4.12852632255103,5.34999527988719,4.37611714666159,4.5855489562984,4.73126811148332,3.91391919008842,6.37696571339326,8.32261327021752,6.65382895134776,7.50747958978097,5.10716171294517,8.58815535206099,2.53947159028376,8.63694462920309,9.75287460171078,5.26587150375934,9.91501298552656,7.31759014081928,5.3617859971427,2.86657275854572,3.03575872281445,8.1235374469388,8.88863238751975,2.94939169385954,3.56822258753129,3.99491206286453,5.56914366656254,7.61121439132405,3.87840005878783,4.96568194449775,4.82987109140926,4.5829810954929,3.77460207246271,7.06922286273714,10.2914148261714,4.61203155616403,4.31933890149658,9.58741544701773,3.0758933262068,4.60239246030763,4.46105007416102,4.3276869024074,4.17190946155745,5.15034609587521,"Rejection"
"GSM382276",6.47810656245889,4.34073645999289,3.24660977380365,3.13588722171749,4.81633703376439,3.8826216283146,4.38398487867182,4.62195981643722,4.18181003869049,4.31225798133653,4.75204543830863,3.52985345975976,6.40864313374947,8.17022610401783,6.47617027577789,7.35950765466903,5.10615642081685,8.82788826644808,2.50799888984938,8.00384580661764,9.94433261185969,4.87009770198452,9.01858956417185,6.86645160543371,5.47049685974583,2.99438382914744,3.2251256772875,8.90566460117992,9.40957180641423,2.96829491446664,3.45257745627817,3.88587073322576,5.52905022525619,9.75472905440249,3.81887987214661,4.99586936035419,5.39662710709642,4.60560791626821,3.57811004700187,7.00732755587686,10.4728222140475,4.69936342754939,4.148398709907,9.38555123961595,2.81404735872254,4.80631727266299,4.63848370998083,4.3431375293162,4.03953454891539,5.78699046992266,"Rejection"
"GSM382277",5.78075592700205,4.21626752343664,3.39068902814826,3.38184266058528,4.37834648344482,3.5570179629988,4.4757945365683,4.3053310285059,4.1362621633534,5.28087404383779,4.77544441312294,3.6666454592606,6.676817433305,8.55621473939529,7.00020795527108,7.31334099804328,5.17129253528171,8.16872301724369,2.65956038045588,7.61692075869804,9.55674008929648,4.35979090660389,9.38157586610576,7.88533164520521,5.64375381820997,2.73724777558313,2.85987137880887,8.20741824026966,9.95916052697355,2.94356058560077,3.66266691076394,3.96331652269219,5.58937365301399,5.98619262223383,3.76704565667933,4.85936841262804,5.46025437324367,4.40222622405048,3.79200033396165,7.18791870772141,10.6257761315845,4.67319861900707,4.25659816326558,9.18659436965749,2.89320017606564,4.83620689943386,4.63838215621013,3.36507606162833,4.30405338963133,4.59687223444056,"Rejection"
"GSM382278",6.43251975601238,4.679731992005,3.61762728469103,3.15784905943544,3.75203505239257,4.03601239762553,4.81531204814797,4.21631948002532,6.26783136737233,3.89320937357719,5.03619397036374,3.75045752548141,6.20311242267133,8.19870460228525,7.28286327740089,7.32910408913558,5.00028333464994,8.61724362183774,2.8296013000512,8.39199716648129,9.85890033052624,4.5818400788697,9.84483054792834,6.90582805572153,5.7478411135019,3.43274937550905,3.48958628700337,8.92328678420574,8.66848162309702,3.2631660477868,3.30679423877017,4.26609460082585,5.63297183498127,8.3672229158944,4.09645062869586,5.27380772392356,5.39934246139448,5.00618100228406,3.86247740113446,7.14299476259554,10.5610919356037,4.80919792072417,4.17369018400411,9.72509594871879,3.23532755203312,5.12524364815,4.57996702568045,3.68541595516203,3.49072024884523,6.06196552637323,"Rejection"
